8.556715477775228996e-04,-1.466690522677902009e-02,9.375012914423542787e-01,-5.149163930428238799e-03,2.472826100444703787e-02,6.159830502988059564e-01,7.873543553972967013e-01,-9.971395564637741682e-02,-4.018721383817762394e-02,-3.104322473630055645e-02,1.535257451336769219e-01,-2.044357258704830593e-01,8.708433486336267237e-02,-1.374026908334618213e-01,-8.358014466819316257e-02,4.426181479043880124e-02,1.824951221958822090e-01,-1.203066468588874227e-01,1.080102304705566618e-01,-4.179413483049925632e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.744305395279867721e-02,2.422633618667692501e-01,-3.906966258528493108e-01,1.197858844031141734e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.603400409819216499e-02,-2.870791229923856380e-01,4.762191792614855479e-01,1.208415575523893004e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.098157977816584138e-04,-1.456015885309997274e-02,9.375320147254945224e-01,-5.568592993348253292e-03,2.512886586439910114e-02,6.154775037267817828e-01,7.877340752301458249e-01,-1.003391669736553166e-01,-3.980147654916754707e-02,-2.986687875789112434e-02,1.526437651472634383e-01,-2.041587993405228618e-01,8.744913611318314017e-02,-1.379746623468845190e-01,-8.338036598233433683e-02,4.416483313413029771e-02,1.812120637119950806e-01,-1.212882386984235339e-01,1.078330805109203594e-01,-4.326989659181352393e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.054964593756933688e-02,2.406652937179397100e-01,-3.894119894477453547e-01,1.202734315588860570e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.173007206823948434e-02,-2.855583677342464766e-01,4.823442498520377764e-01,1.213640014668957434e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.605722727198984713e-04,-1.447453071194889501e-02,9.374968712405422622e-01,-5.705569803005440532e-03,2.520421883489450121e-02,6.149274536720901185e-01,7.881601490474542393e-01,-1.004248484294009980e-01,-3.947035998480050156e-02,-2.854280399276110103e-02,1.529028086724527336e-01,-2.056927531474709581e-01,8.800884503816185089e-02,-1.386211235768461947e-01,-8.304298029420863203e-02,4.473535988574127431e-02,1.819733325641246791e-01,-1.231726687034528644e-01,1.072392417513430563e-01,-4.418698301315100718e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.000785978226686218e-02,2.409295236726728406e-01,-3.897281510997839815e-01,1.202140809771965690e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.338114135872723431e-02,-2.859431022691882318e-01,4.860190975545629066e-01,1.213895562501537961e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.317854807955474598e-04,-1.443723044961956609e-02,9.374627458097537502e-01,-5.947392129890713766e-03,2.537535959526646470e-02,6.147644922974508930e-01,7.882799874806678542e-01,-1.016928836704203976e-01,-3.913186629586144771e-02,-2.756508462052091601e-02,1.543507519761624369e-01,-2.061642994943513330e-01,8.834509059776331219e-02,-1.392457040469091689e-01,-8.274964916354798916e-02,4.492440494191084904e-02,1.821466790068235198e-01,-1.243197093992890745e-01,1.063628847376935221e-01,-4.438561398292249771e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.948579750514086273e-02,2.417330620044977063e-01,-3.913094626342960569e-01,1.199405009469662664e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.327416340381516013e-02,-2.861044227910715665e-01,4.868454334635486380e-01,1.212705960532931559e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.049318494149578625e-04,-1.441396023170439175e-02,9.374002243531318612e-01,-6.387847528720446214e-03,2.580886820351754180e-02,6.151200887935805994e-01,7.879850087968558459e-01,-1.034076940572433156e-01,-3.890650141911865256e-02,-2.696897571307826924e-02,1.549960714182572752e-01,-2.069934746431518202e-01,8.876381720863059377e-02,-1.406652797844121505e-01,-8.263654081806201535e-02,4.481649954222901439e-02,1.827851652332378452e-01,-1.255294578428508834e-01,1.059871843695765065e-01,-4.443829816722066200e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.915663124662670941e-02,2.428820769969582127e-01,-3.947493238670215510e-01,1.195399316617295815e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.269460124378530397e-02,-2.864873518777846240e-01,4.892020789839484629e-01,1.211705401677117155e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.691716777956092238e-04,-1.449212609483780181e-02,9.373844483267774752e-01,-6.465375313450229949e-03,2.597267718491862165e-02,6.152793438284906991e-01,7.878546490437728922e-01,-1.048703429731964454e-01,-3.907531539252525471e-02,-2.704874087031898522e-02,1.565245190104536666e-01,-2.059675394205350285e-01,8.928270730450742210e-02,-1.413630688251337475e-01,-8.269115382242903101e-02,4.500017438577254975e-02,1.832203267946461711e-01,-1.252976006983149149e-01,1.051536594286151677e-01,-4.451601623209573005e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.876426055250946356e-02,2.436151691596660229e-01,-3.965095047085175906e-01,1.192700910110619184e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.161164280601197751e-02,-2.868445820624362375e-01,4.898549489974673432e-01,1.209617666996415153e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.199700853212926355e-04,-1.453624705906597300e-02,9.373142001473182550e-01,-6.513229769439222994e-03,2.614228709030166908e-02,6.152892120807516019e-01,7.878409383630092799e-01,-1.056538709710895113e-01,-3.917208367122681362e-02,-2.645629015717745891e-02,1.572714762316315129e-01,-2.066786544501708900e-01,8.939687365520598838e-02,-1.423975116991786360e-01,-8.271866494862122055e-02,4.557861977131742043e-02,1.844959925373241549e-01,-1.263857075855782386e-01,1.043526951124864599e-01,-4.539563771796248370e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.797129993135323067e-02,2.444394757097924642e-01,-3.977749268868270294e-01,1.190195961778325096e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.143338240899433700e-02,-2.873124459785515450e-01,4.896745065398077079e-01,1.207323614400461764e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.383134564103100525e-04,-1.452541187203925006e-02,9.372690874200342304e-01,-6.680220120368099770e-03,2.648096491005015596e-02,6.152266748331787216e-01,7.878770663817336040e-01,-1.069516256947217192e-01,-3.935877314196728483e-02,-2.552331439656828349e-02,1.581983179760514946e-01,-2.067582290506109755e-01,9.083855635662707595e-02,-1.439337543201295033e-01,-8.282153217132769141e-02,4.633420414333416087e-02,1.857353165723103217e-01,-1.264800010610908354e-01,1.045078795756312628e-01,-4.623391274875766205e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.781435859215438733e-02,2.452897404483856680e-01,-4.031413361520163607e-01,1.188824925223276319e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.163003703409456302e-02,-2.873644143085601899e-01,4.916821966395807930e-01,1.207128285894794928e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.553910366565942953e-04,-1.441235576651184874e-02,9.372156127967494754e-01,-6.963991102471769890e-03,2.687129445338356723e-02,6.146348250213489184e-01,7.883232003647364650e-01,-1.075790307004431262e-01,-3.926216295858696304e-02,-2.435298662870423458e-02,1.580160674495064144e-01,-2.080682880337741680e-01,9.117489156363173253e-02,-1.451392780238187352e-01,-8.264258607730744222e-02,4.761587669427130159e-02,1.858958137886703166e-01,-1.279186793033539049e-01,1.052161478181461024e-01,-4.751504746439712962e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.659664342312077961e-02,2.462016180909235852e-01,-4.067512684624700059e-01,1.187479373766315627e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.293151711280614957e-02,-2.875327776235776511e-01,4.927422571410309815e-01,1.207168798384746777e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.165036755309466446e-04,-1.421305204466372964e-02,9.371456329487599657e-01,-7.241543695164859296e-03,2.730508846599152828e-02,6.141647394445521879e-01,7.886720896619715537e-01,-1.092041465262579003e-01,-3.947609436387810450e-02,-2.367288541486516074e-02,1.597852909914845021e-01,-2.092827499764101928e-01,9.328331699903265328e-02,-1.468194754595832652e-01,-8.246447211867993787e-02,4.913698125357036928e-02,1.869903841865513394e-01,-1.284833092540801358e-01,1.060595557547215073e-01,-4.851056003537185246e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.670844138695918135e-02,2.466921538805096903e-01,-4.104705728573350143e-01,1.188630459284874208e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.403560200758079801e-02,-2.881981190563375761e-01,4.920908575687700237e-01,1.206925751323888907e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
